Total Word Count - Unique Word Count : (184384, 49)
1946 : (5, 'cd')
1945 : (5, 'cd')
1920 : (5, 'cd')
marching : (5, 'vbg-tl')
hoover : (5, 'np')
andrew : (5, 'np')
islands : (5, 'nns-tl')
zone : (5, 'nn-tl')
operates : (5, 'vbz')
keeps : (5, 'vbz')
decide : (5, 'vb')
nobody : (5, 'pn')
strange : (5, 'jj')
odds : (5, 'nns')
seat : (5, 'nn')
delta : (5, 'np')
token : (5, 'jj')
unlikely : (5, 'jj')
conclusion : (5, 'nn')
purposes : (5, 'nns')
constant : (5, 'jj-hl')
prospect : (5, 'nn')
followers : (5, 'nns')
disagreement : (5, 'nn')
berger : (5, 'np')
leonard : (5, 'np')
dogs : (5, 'nns')
eastwick : (5, 'np')
developing : (5, 'vbg')
upi : (5, 'np')
injured : (5, 'vbd')
42 : (5, 'cd-tl')
lying : (5, 'vbg')
explosive : (5, 'jj')
target : (5, 'nn')
vincent : (5, 'np')
temporary : (5, 'jj')
practicing : (5, 'nn')
paths : (5, 'nns')
rebel : (5, 'vb')
plea : (5, 'nn-hl')
disaster : (5, 'nn')
rush : (5, 'np')
statewide : (5, 'jj')
circuit : (5, 'nn')
beaverton : (5, 'np-tl')
workshop : (5, 'nn-tl')
terry : (5, 'np')
grove : (5, 'np')
barbara : (5, 'np-hl')
theodore : (5, 'np')
beliefs : (5, 'nns')
vision : (5, 'nn')
motions : (5, 'nns')
proof : (5, 'nn-hl')
distinction : (5, 'nn')
oriole : (5, 'np')
stole : (5, 'vbd')
southpaw : (5, 'nn')
pitch : (5, 'nn')
glove : (5, 'nn')
plate : (5, 'nn')
pitchers : (5, 'nns-hl')
doubles : (5, 'vbz-hl')
breeding : (5, 'np-hl')
mound : (5, 'nn-tl')
chores : (5, 'nns')
palm : (5, 'nn')
purchased : (5, 'vbd')
bounced : (5, 'vbd')
blow : (5, 'nn')
triple : (5, 'jj')
pounds : (5, 'nns-hl')
physically : (5, 'rb')
sheldon : (5, 'np-hl')
sunday's : (5, 'nr$')
dimaggio : (5, 'np')
pitcher : (5, 'nn')
races : (5, 'nns-hl')
glen : (5, 'nn')
$10,000 : (5, 'nns')
kerr : (5, 'np')
duel : (5, 'nn-tl')
quarterback : (5, 'nn-tl')
physician : (5, 'nn')
southwest : (5, 'nr')
muscle : (5, 'nn')
barely : (5, 'ql')
net : (5, 'nn')
timing : (5, 'vbg')
scored : (5, 'vbn')
rushing : (5, 'vbg')
touchdown : (5, 'nn')
insists : (5, 'vbz')
smu : (5, 'nn')
billy : (5, 'np')
m : (5, 'nn')
bud : (5, 'vb')
hank : (5, 'np')
splendid : (5, 'jj')
throwing : (5, 'vbg')
leads : (5, 'nns')
command : (5, 'nn')
unusual : (5, 'jj')
jay : (5, 'nn')
phil : (5, 'np')
lights : (5, 'nns')
o'clock : (5, 'rb-tl')
minnesota : (5, 'np-tl')
roy : (5, 'np')
walking : (5, 'vbg')
46 : (5, 'cd')
pacific : (5, 'np-tl')
magazine : (5, 'nn-tl')
masses : (5, 'nns')
spahn : (5, 'np')
hodges : (5, 'np')
slump : (5, 'nn')
nbc : (5, 'np')
400 : (5, 'cd')
eagles : (5, 'nns-tl')
selection : (5, 'nn')
advocate : (5, 'nn-hl')
ceremony : (5, 'nn')
championship : (5, 'nn')
personalities : (5, 'nns')
prominent : (5, 'jj')
bernard : (5, 'np')
dodgers : (5, 'nps')
winner : (5, 'nn')
tee : (5, 'nn-tl')
stuart : (5, 'np')
athlete : (5, 'nn-tl')
belt : (5, 'nn-tl')
fairway : (5, 'nn')
bounds : (5, 'nns')
wound : (5, 'vbn')
thirteen : (5, 'cd')
thoroughly : (5, 'rb')
fourteen : (5, 'cd-tl')
teams : (5, 'nns')
breaking : (5, 'vbg')
hemus : (5, 'np')
cardinal : (5, 'jj')
danny : (5, 'np')
recession : (5, 'nn')
club's : (5, 'nn$-tl')
hartweger : (5, 'np')
letting : (5, 'vbg')
tie : (5, 'nn')
shouldn't : (5, 'md*')
talents : (5, 'nns')
harder : (5, 'jjr')
terror : (5, 'nn')
kid : (5, 'nn-tl')
alvin : (5, 'np-hl')
taught : (5, 'vbn')
rushed : (5, 'vbn')
romantic : (5, 'jj')
monroe : (5, 'np')
arrive : (5, 'vb')
board's : (5, 'nn$-tl')
en : (5, 'fw-in-tl')
sunny : (5, 'np')
beer : (5, 'nn')
nights : (5, 'nns-tl')
gary : (5, 'np')
russell : (5, 'np')
cry : (5, 'vb')
toast : (5, 'nn-tl')
lover : (5, 'nn-tl')
drum : (5, 'nn-tl')
mason : (5, 'np')
herbert : (5, 'np')
uniform : (5, 'jj')
dolce : (5, 'fw-jj-tl')
vita : (5, 'fw-nn-tl')
opens : (5, 'vbz')
swim : (5, 'np-hl')
chase : (5, 'nn')
mercy : (5, 'nn-tl')
parker : (5, 'np')
eastern : (5, 'jj')
tickets : (5, 'nns')
parole : (5, 'nn')
offers : (5, 'vbz')
maybe : (5, 'rb')
heat : (5, 'nn')
village : (5, 'nn')
ellen : (5, 'np')
meredith : (5, 'np')
woman's : (5, 'nn$-tl')
thrift : (5, 'nn-tl')
bundle : (5, 'nn-hl')
convenience : (5, 'nn-hl')
suburbs : (5, 'nns-tl')
proceeds : (5, 'vbz')
chairmen : (5, 'nns')
easter : (5, 'np-tl')
pa. : (5, 'np')
celebrated : (5, 'vbd')
ballroom : (5, 'nn-tl')
embroidered : (5, 'vbn')
store : (5, 'nn')
burned : (5, 'vbn')
arundel : (5, 'np-tl')
jenkins : (5, 'np')
suits : (5, 'nns')
councilman : (5, 'nn-tl')
werner : (5, 'np-hl')
improvements : (5, 'nns-hl')
university's : (5, 'nn$')
manufacturing : (5, 'nn')
maintaining : (5, 'vbg')
increasingly : (5, 'ql')
predicted : (5, 'vbn')
drawing : (5, 'nn')
bail : (5, 'nn-hl')
aunt : (5, 'nn-tl')
watched : (5, 'vbd')
sharing : (5, 'vbg')
indictment : (5, 'nn')
youths : (5, 'nns')
bound : (5, 'vbn-hl')
cell : (5, 'nn')
else's : (5, 'rb$')
settled : (5, 'vbd')
meals : (5, 'nns')
vietnamese : (5, 'jj')
legion : (5, 'nn-tl')
colored : (5, 'vbn')
integrated : (5, 'vbn')
newspaper : (5, 'nn')
prospective : (5, 'jj')
ne : (5, 'np-tl')
coahr : (5, 'nn')
operators : (5, 'nns')
extensive : (5, 'jj')
68 : (5, 'cd')
painter : (5, 'nn')
wilmington : (5, 'np-tl')
desk : (5, 'nn')
ranging : (5, 'vbg')
planes : (5, 'nns')
approximately : (5, 'rb')
electronic : (5, 'jj')
arguments : (5, 'nns')
producer : (5, 'nn')
rite : (5, 'nn-tl')
birdie : (5, 'vb')
larson : (5, 'np')
madison : (5, 'np')
satisfactory : (5, 'jj')
chest : (5, 'nn')
acted : (5, 'vbn')
interstate : (5, 'jj')
italy : (5, 'np')
formal : (5, 'jj-hl')
carroll : (5, 'np')
rid : (5, 'jj')
sanctuary : (5, 'nn-tl')
installed : (5, 'vbd')
missiles : (5, 'nns-tl')
newer : (5, 'jjr')
abolish : (5, 'vb')
sanitation : (5, 'nn-tl')
investors : (5, 'nns-tl')
wanting : (5, 'vbg')
regularly : (5, 'rb-hl')
manufacturer : (5, 'nn')
ginning : (5, 'vbg-tl')
tons : (5, 'nns')
grown : (5, 'vbn')
smaller : (5, 'jjr')
presently : (5, 'rb')
moss : (5, 'np-tl')
pickup : (5, 'nn')
larger : (5, 'jjr')
marketing : (5, 'vbg-hl')
ronnie : (5, 'np')
hemisphere : (5, 'nn-tl')
durable : (5, 'jj')
dull : (5, 'jj-nc')
peterson : (5, 'np')
convertible : (5, 'nn')
thereafter : (5, 'rb')
squared : (5, 'vbn')
weekly : (5, 'rb')
presumably : (5, 'rb')
dealer : (5, 'nn-tl')
chair : (5, 'nn')
supports : (5, 'vbz-hl')
pushing : (5, 'vbg')
grain : (5, 'nn')
bars : (5, 'nns')
creating : (5, 'vbg')
boats : (5, 'nns')
frequent : (5, 'jj')
greer : (5, 'np')
mexico : (5, 'np-tl')
wardrobe : (5, 'nn')
appreciate : (5, 'vb')
ireland : (5, 'np')
serves : (5, 'vbz')
fat : (5, 'jj')
truman : (5, 'np')
assembled : (5, 'vbn')
fabrics : (5, 'nns')
tones : (5, 'nns')
finish : (5, 'vb')
wearing : (5, 'vbg')
buses : (5, 'nns')
foliage : (5, 'nn-tl')
matched : (5, 'vbd')
reservations : (5, 'nns')
practiced : (5, 'vbd')
tiny : (5, 'jj')
budapest : (5, 'np-tl')
hardship : (5, 'nn')
herself : (5, 'ppl')
hazard : (5, 'np')
puppets : (5, 'nns')
puppet : (5, 'nn')
hang : (5, 'vb')
shade : (5, 'nn-hl')
circus : (5, 'nn')
appealing : (5, 'jj')
kings : (5, 'nns-tl')
bass : (5, 'nn')
ownership : (5, 'nn')
lauderdale : (5, 'np-hl')
reunion : (5, 'nn')
understandable : (5, 'jj')
distinguished : (5, 'vbd')
du : (5, 'np-tl')
crusade : (5, 'nn')
anti-communist : (5, 'jj')
stories : (5, 'nns')
mine : (5, 'nn-tl')
yuri : (5, 'np')
noble : (5, 'jj')
sex : (5, 'nn')
ages : (5, 'nns')
lend : (5, 'vb-tl')
monument : (5, 'nn-tl')
die : (5, 'fw-at-tl')
brevard : (5, 'np-tl')
delighted : (5, 'vbn')
gathered : (5, 'vbn')
visitors : (5, 'nns')
soldier : (5, 'nn-tl')
musician : (5, 'nn')
inevitable : (5, 'jj')
fatal : (5, 'jj')
midst : (5, 'nn')
deliberations : (5, 'nns')
embassy : (5, 'nn-tl')
reactions : (5, 'nns')
belongs : (5, 'vbz')
diocesan : (5, 'jj')
orientation : (5, 'nn')
identification : (5, 'nn')
satisfying : (5, 'jj')
temper : (5, 'nn')
scholar : (5, 'nn')
varying : (5, 'vbg')
owns : (5, 'vbz')
grips : (5, 'nns')
titles : (5, 'nns')
i.e. : (5, 'rb')
shocked : (5, 'vbn')
justified : (5, 'vbn')
unprecedented : (5, 'jj')
employers : (5, 'nns')
gore : (5, 'np')
tanks : (5, 'nns')
president-elect : (5, 'nn-tl')
guerrilla : (5, 'nn')
15th : (5, 'od-tl')
coe : (5, 'np')
sight : (5, 'nn')
enormous : (5, 'jj')
easier : (5, 'rbr')
cerv : (5, 'np')
extent : (5, 'nn')
passages : (5, 'nns')
gentlemen : (5, 'nns')
grew : (5, 'vbd')
frankie : (5, 'np')
virtues : (5, 'nns')
limits : (5, 'nns')
answers : (5, 'vbz')
eat : (5, 'vb')
deserve : (5, 'vb')
conscience : (5, 'nn')
parkway : (5, 'nn-hl')
commercials : (5, 'nns')
planners : (5, 'nns')
audiences : (5, 'nns')
inter-american : (5, 'jj-tl')
dag : (5, 'np')
singer : (5, 'np')
spectacle : (5, 'nn')
openly : (5, 'rb')
disastrous : (5, 'jj')
requires : (5, 'vbz')
region : (5, 'nn')
tammany : (5, 'np-tl')
faget : (5, 'np-hl')
cunard : (5, 'np-tl')
importance : (5, 'nn')
humanity : (5, 'nn')
extreme : (5, 'nn')
heaven : (5, 'nn-tl')
hammock : (5, 'nn')
turtle : (5, 'nn')
eloquent : (5, 'jj')
bounce : (5, 'vb')
staying : (5, 'vbg')
circles : (5, 'nns')
carvey : (5, 'np')
communese : (5, 'np')
publication : (5, 'nn')
essays : (5, 'nns')
korea : (5, 'np-tl')
instrumental : (5, 'fw-jj-tl')
baptized : (5, 'vbn')
styles : (5, 'nns')
casual : (5, 'jj')
brush : (5, 'nn')
spanish : (5, 'np')
leaves : (5, 'nns')
poland : (5, 'np')
medium : (5, 'jj')
commend : (5, 'vb')
wishes : (5, 'nns')
wives : (5, 'nns')
dupont : (5, 'np-hl')
considerations : (5, 'nns')
enable : (5, 'vb')
melody : (5, 'nn-tl')
u : (5, 'np-hl')
thant : (5, 'np-hl')
pope : (5, 'nn-tl')
furthermore : (5, 'rb')
dialogue : (5, 'nn')
mainland : (5, 'nn-tl')
mao : (5, 'np')
generals : (5, 'nns')
tibet : (5, 'np')
anti-party : (5, 'jj')
minutemen : (5, 'nps')
brahms : (5, 'np-tl')
historical : (5, 'jj')
photographs : (5, 'nns')
farther : (5, 'rbr')
percussive : (5, 'jj-tl')
authentic : (5, 'jj')
authenticity : (5, 'nn')
xydis : (5, 'np')
philharmonic : (5, 'nn-tl')
recital : (5, 'nn-tl')
composers : (5, 'nns')
choreographed : (5, 'vbn')
berman : (5, 'np')
rousing : (5, 'jj')
rarely : (5, 'rb')
flashes : (5, 'nns')
album : (5, 'nn')
madrigal : (5, 'nn-tl')
sonatas : (5, 'nns')
elegance : (5, 'nn-hl')
couperin : (5, 'np')
sax : (5, 'nn')
nagrin : (5, 'np-tl')
moliere's : (5, 'np$')
arnolphe : (5, 'np')
seigner : (5, 'np')
pas : (5, 'fw-nn')
advertisers : (5, 'nns')
sloan's : (5, 'np$')
lyttleton : (5, 'np')
atlanta's : (4, 'np$')
ivan : (4, 'np')
handful : (4, 'nn')
revised : (4, 'vbd')
operated : (4, 'vbd')
implementation : (4, 'nn')
outgoing : (4, 'jj')
department's : (4, 'nn$')
jurors : (4, 'nns')
portion : (4, 'nn')
interim : (4, 'nn')
regarding : (4, 'in')
farms : (4, 'nns')
divorce : (4, 'vb')
pearl : (4, 'nn-tl')
settlement : (4, 'nn')
71 : (4, 'cd')
encouragement : (4, 'nn')
precincts : (4, 'nns')
registered : (4, 'vbn')
wait : (4, 'nn')
platform : (4, 'nn')
coordinator : (4, 'nn')
allotted : (4, 'vbd')
repair : (4, 'vb')
traveled : (4, 'vbn')
allowances : (4, 'nns')
outright : (4, 'rb')
consistently : (4, 'rb')
endorse : (4, 'vb')
congressmen : (4, 'nns')
miller : (4, 'np')
policeman : (4, 'nn-tl')
coolest : (4, 'jjt-hl')
felix : (4, 'np')
insure : (4, 'vb')
dispute : (4, 'nn')
reportedly : (4, 'rb')
subjected : (4, 'vbn')
smooth : (4, 'jj')
personally : (4, 'rb')
subcommittee : (4, 'nn')
accounts : (4, 'nns')
insurance : (4, 'nn')
corporations : (4, 'nns-tl')
keynote : (4, 'nn')
circulation : (4, 'nn')
scott : (4, 'np')
cox : (4, 'np')
complained : (4, 'vbd')
yearly : (4, 'jj')
thinks : (4, 'vbz')
betting : (4, 'vbg-hl')
revision : (4, 'nn')
requirement : (4, 'nn')
violation : (4, 'nn')
acquire : (4, 'vb')
sites : (4, 'nns')
underground : (4, 'nn')
costly : (4, 'jj')
roberts : (4, 'np')
opponents : (4, 'nns')
cotten : (4, 'np')
shouting : (4, 'nn')
springs : (4, 'nns-tl')
grover : (4, 'np')
clarence : (4, 'np')
denton : (4, 'np-tl')
ribbon : (4, 'nn')
load : (4, 'nn')
depend : (4, 'vb')
skills : (4, 'nns')
guilt : (4, 'nn')
client : (4, 'nn')
aspects : (4, 'nns-hl')
admitting : (4, 'vbg')
amounts : (4, 'nns')
illegal : (4, 'jj')
23d : (4, 'od')
constituted : (4, 'vbn')
processes : (4, 'nns')
abuse : (4, 'vb')
24th : (4, 'od-tl')
18th : (4, 'od')
precedent : (4, 'nn-hl')
whereby : (4, 'wrb')
scholarships : (4, 'nns')
expand : (4, 'vb')
$5,000 : (4, 'nns')
imposed : (4, 'vbn')
1963 : (4, 'cd')
1.5 : (4, 'cd')
180 : (4, 'cd')
discharge : (4, 'vb')
nurse : (4, 'nn')
needy : (4, 'jj')
guaranteed : (4, 'vbn')
47 : (4, 'cd')
totaling : (4, 'vbg')
700 : (4, 'cd')
asks : (4, 'vbz-hl')
vocational : (4, 'jj-tl')
backed : (4, 'vbn')
weaver : (4, 'np')
scattered : (4, 'vbd')
eisenhower's : (4, 'np$')
ministers : (4, 'nns')
discussions : (4, 'nns')
absence : (4, 'nn')
tenor : (4, 'nn')
application : (4, 'nn')
disposal : (4, 'nn')
realization : (4, 'nn')
friction : (4, 'nn')
deeper : (4, 'jjr')
underdeveloped : (4, 'jj')
strengthening : (4, 'nn')
threshold : (4, 'nn-tl')
fulfilled : (4, 'vbd')
dominated : (4, 'vbn')
participating : (4, 'vbg')
compelled : (4, 'vbn')
dealing : (4, 'vbg')
vice-president : (4, 'nn')
firmer : (4, 'jjr')
correspondent : (4, 'nn')
outcome : (4, 'nn')
victories : (4, 'nns')
professors : (4, 'nns-tl')
sailing : (4, 'vbg')
naval : (4, 'jj')
pathet : (4, 'np')
exposed : (4, 'vbd')
concluded : (4, 'vbd')
ill : (4, 'ql')
phouma : (4, 'np')
neutralist : (4, 'jj')
check : (4, 'nn')
rapid : (4, 'jj-hl')
specified : (4, 'vbn')
offenses : (4, 'nns-hl')
organize : (4, 'vb')
eligible : (4, 'jj')
deputy : (4, 'nn')
clerk : (4, 'vb')
atty. : (4, 'nn-tl')
continuous : (4, 'jj')
instances : (4, 'nns')
compete : (4, 'vb')
retained : (4, 'vbd')
1910 : (4, 'cd')
wage : (4, 'vb')
counseling : (4, 'vbg')
bearing : (4, 'nn')
town's : (4, 'nn$')
provision : (4, 'nn')
adopt : (4, 'vb')
disposition : (4, 'nn')
offense : (4, 'nn')
republicanism : (4, 'np')
westfield : (4, 'np')
greeted : (4, 'vbd')
forum : (4, 'nn-tl')
launched : (4, 'vbn')
passenger : (4, 'nn')
saved : (4, 'vbd')
vehicles : (4, 'nns-hl')
origin : (4, 'nn')
stature : (4, 'nn')
transfer : (4, 'nn')
candidacy : (4, 'nn')
fail : (4, 'vb')
10-year : (4, 'jj')
warden : (4, 'nn')
1944 : (4, 'cd')
tractor : (4, 'nn')
inn : (4, 'nn-tl')
glad : (4, 'jj')
mouth : (4, 'nn')
elect : (4, 'vb')
clean : (4, 'vb')
$60 : (4, 'nns')
dynamic : (4, 'jj')
retiring : (4, 'vbg')
elephants : (4, 'nns')
levitt : (4, 'np')
file : (4, 'vb')
leader's : (4, 'nn$')
choices : (4, 'nns')
interviews : (4, 'nns')
irish : (4, 'np')
wave : (4, 'nn-hl')
tangible : (4, 'jj')
object : (4, 'vb')
succession : (4, 'nn')
aroused : (4, 'vbn')
attracted : (4, 'vbd')
waterfront : (4, 'nn')
contrasting : (4, 'vbg')
slums : (4, 'nns-tl')
universities : (4, 'nns')
missionary : (4, 'nn-hl')
proposes : (4, 'vbz')
expanding : (4, 'vbg')
technicians : (4, 'nns')
understood : (4, 'vbn')
pro-communist : (4, 'jj')
welcomed : (4, 'vbd')
optimistic : (4, 'jj')
pfaff : (4, 'np')
succeeds : (4, 'vbz')
burke : (4, 'np')
erected : (4, 'vbd')
columbia : (4, 'np-tl')
government's : (4, 'nn$-tl')
vantage : (4, 'nn')
viewing : (4, 'vbg')
branches : (4, 'nns')
virgin : (4, 'jj-tl')
miss. : (4, 'np-hl')
governmental : (4, 'jj')
predict : (4, 'vb')
stream : (4, 'nn')
honeymoon : (4, 'vb')
cutting : (4, 'vbg')
divided : (4, 'vbn-hl')
ranks : (4, 'vbz')
patronage : (4, 'nn')
normally : (4, 'rb')
solidarity : (4, 'nn')
revenues : (4, 'nns')
suspect : (4, 'vb')
weary : (4, 'jj-tl')
$28 : (4, 'nns')
effectiveness : (4, 'nn')
frustrated : (4, 'vbd')
notion : (4, 'nn')
trim : (4, 'nn')
squeezed : (4, 'vbn')
alexander : (4, 'np')
bids : (4, 'nns-hl')
ranged : (4, 'vbn')
fired : (4, 'vbd')
cooperate : (4, 'vb')
bankruptcy : (4, 'nn')
joints : (4, 'nns')
75 : (4, 'cd')
repaired : (4, 'vbn')
$500 : (4, 'nns')
goodis : (4, 'np')
$2 : (4, 'nns')
renewal : (4, 'nn')
julian : (4, 'np')
pleaded : (4, 'vbd')
sentence : (4, 'nn')
agreements : (4, 'nns')
reynolds : (4, 'np')
mo. : (4, 'np-hl')
baptist : (4, 'np')
flash : (4, 'vb')
hood : (4, 'np-tl')
wheel : (4, 'nn-tl')
device : (4, 'nn')
firemen : (4, 'nns')
turkish : (4, 'jj')
deadline : (4, 'nn')
satisfied : (4, 'vbn')
aiding : (4, 'vbg-tl')
adding : (4, 'vbg')
patience : (4, 'nn-hl')
towards : (4, 'in')
noon : (4, 'nn-tl-hl')
empire : (4, 'nn')
roosevelt : (4, 'np-tl')
oregon : (4, 'np-tl')
grasp : (4, 'vb')
inspired : (4, 'vbd')
revelation : (4, 'nn-tl')
super : (4, 'nn-hl')
forthcoming : (4, 'nn')
loses : (4, 'vbz')
graduates : (4, 'vbz')
upheld : (4, 'vbn')
philip : (4, 'np')
athletics : (4, 'nns')
a's : (4, 'nn')
hyde : (4, 'np')
existed : (4, 'vbn')
solo : (4, 'nn')
tuttle : (4, 'np')
eighth : (4, 'od-tl')
throneberry : (4, 'np')
catcher : (4, 'nn-tl')
sullivan : (4, 'np')
shortstop : (4, 'nn-tl')
hartman : (4, 'np-hl')
ed : (4, 'np')
milwaukee : (4, 'np')
appearance : (4, 'nn')
lumpe : (4, 'np-hl')
jackie : (4, 'np')
stretch : (4, 'vb')
streak : (4, 'nn')
flavor : (4, 'nn')
ron : (4, 'np')
drove : (4, 'vbd')
86 : (4, 'cd')
flew : (4, 'vbd')
hence : (4, 'rb')
engage : (4, 'vb')
prior : (4, 'jj')
specialists : (4, 'nns')
posted : (4, 'vbd')
casey : (4, 'np')
enlisted : (4, 'vbd')
coaches : (4, 'nns')
delayed : (4, 'vbn')
wing : (4, 'vb')
clint : (4, 'np')
league's : (4, 'nn$')
purse : (4, 'nn')
stages : (4, 'nns')
crossing : (4, 'nn')
cleveland : (4, 'np-hl')
bobby : (4, 'np')
slaughter : (4, 'np-tl')
leg : (4, 'nn')
statistical : (4, 'jj')
longhorns : (4, 'nns-tl')
56 : (4, 'cd')
attempts : (4, 'nns')
sophomore : (4, 'nn')
prevailed : (4, 'vbd')
week's : (4, 'nn$')
gannon : (4, 'np')
interference : (4, 'nn')
stops : (4, 'vbz')
spotted : (4, 'vbn')
game's : (4, 'nn$')
opener : (4, 'nn')
trinity : (4, 'np-tl')
luck : (4, 'nn')
stram : (4, 'np')
exceptionally : (4, 'rb')
strikes : (4, 'vbz')
controlling : (4, 'vbg')
statistics : (4, 'nns')
idle : (4, 'jj')
checks : (4, 'nns-hl')
characteristic : (4, 'jj')
mcauliffe : (4, 'np')
indians : (4, 'nps-hl')
cliff : (4, 'nn')
arm : (4, 'nn')
gardner's : (4, 'np$')
lemon : (4, 'nn')
bottom : (4, 'nn-hl')
outfielder : (4, 'nn-tl')
jensen : (4, 'np')
newsmen : (4, 'nns')
ritchie : (4, 'np')
vernon : (4, 'np-tl')
et : (4, 'fw-cc-tl')
meaningless : (4, 'jj')
clubhouse : (4, 'nn')
incidentally : (4, 'rb')
willie's : (4, 'np$')
mystery : (4, 'nn')
afternoons : (4, 'nns')
harm : (4, 'nn')
injuries : (4, 'nns')
cardinals : (4, 'nns-tl')
ends : (4, 'vbz')
depended : (4, 'vbd')
silver : (4, 'jj')
awards : (4, 'nns')
babe : (4, 'np-tl')
barriers : (4, 'nns')
ford : (4, 'np-tl')
ted : (4, 'np')
golfers : (4, 'nns-tl')
shooting : (4, 'nn')
lunch : (4, 'nn')
honestly : (4, 'rb')
strain : (4, 'nn')
bringing : (4, 'vbg')
provisional : (4, 'jj-tl')
minneapolis : (4, 'np-hl')
bend : (4, 'nn-tl')
eager : (4, 'jj')
assignment : (4, 'nn')
jumped : (4, 'vbd')
comparable : (4, 'jj')
nordmann : (4, 'np')
bradley : (4, 'np')
trips : (4, 'nns')
contented : (4, 'vbn')
careers : (4, 'nns')
meant : (4, 'vbd')
they've : (4, 'ppss+hv')
heights : (4, 'nns-tl')
continues : (4, 'vbz')
leo : (4, 'np')
bride's : (4, 'nn$')
holidays : (4, 'nns')
foundation : (4, 'nn')
geraghty : (4, 'np')
hong : (4, 'np-tl')
kong : (4, 'np-tl')
molly : (4, 'np-tl')
debutante : (4, 'nn-tl')
invitations : (4, 'nns')
studying : (4, 'vbg')
farewell : (4, 'nn')
column : (4, 'nn-hl')
boss : (4, 'nn')
berlin's : (4, 'np$-tl')
earth's : (4, 'nn$')
awarded : (4, 'vbn')
collect : (4, 'vb')
tarzan : (4, 'np')
suggestions : (4, 'nns')
gods : (4, 'nns')
birthday : (4, 'nn')
shoup : (4, 'np')
preceded : (4, 'vbd')
stanley : (4, 'np')
milton : (4, 'np')
d.c. : (4, 'np')
smile : (4, 'nn')
schedules : (4, 'nns')
sugar : (4, 'nn')
motels : (4, 'nns')
pools : (4, 'nns-hl')
poised : (4, 'vbn-tl')
satin : (4, 'nn')
chapel : (4, 'nn-tl')
mortar : (4, 'nn-tl')
lace : (4, 'nn')
maid : (4, 'nn-tl')
hardy : (4, 'jj')
jacket : (4, 'nn')
marie : (4, 'np')
loving : (4, 'np')
philmont : (4, 'np')
hats : (4, 'nns')
festivities : (4, 'nns')
chef : (4, 'nn-tl')
jewish : (4, 'jj')
men's : (4, 'nns$-tl')
lewis : (4, 'np-tl')
decades : (4, 'nns')
delaware : (4, 'np-tl')
valley : (4, 'nn-tl')
continuing : (4, 'vbg')
jerome : (4, 'np')
meyer : (4, 'np')
oscar : (4, 'np')
entertained : (4, 'vbn')
son-in-law : (4, 'nn')
lynn : (4, 'np')
february : (4, 'np')
graduated : (4, 'vbd')
richmond : (4, 'np')
chic : (4, 'jj')
worn : (4, 'vbn')
lay-offs : (4, 'nns-hl')
decline : (4, 'vb')
freight : (4, 'nn')
cab : (4, 'nn')
robbery : (4, 'nn')
damaged : (4, 'vbn')
arrival : (4, 'nn')
contained : (4, 'vbd')
zoning : (4, 'nn')
summoned : (4, 'vbn')
schaefer : (4, 'np')
rifle : (4, 'nn')
brick : (4, 'nn')
broadcast : (4, 'vbn')
outset : (4, 'nn')
spirits : (4, 'nns-tl')
totaled : (4, 'vbd')
dodge : (4, 'np-tl')
consists : (4, 'vbz')
prosperity : (4, 'nn')
cherry : (4, 'np')
britain's : (4, 'np$')
sub : (4, 'nn')
spy : (4, 'nn')
hull : (4, 'nn')
skipjack : (4, 'np')
suburban : (4, 'jj')
buried : (4, 'vbn')
marks : (4, 'vbz')
innocent : (4, 'jj')
reproduced : (4, 'vbn')
lawyers : (4, 'nns')
reveal : (4, 'vb-hl')
ships : (4, 'nns')
teller : (4, 'np')
sokol : (4, 'np')
witness : (4, 'nn-hl')
agent : (4, 'nn')
fled : (4, 'vbd')
forbidden : (4, 'vbn')
wilmette : (4, 'np-hl')
stickney : (4, 'np')
reckless : (4, 'jj')
anna : (4, 'np')
pleased : (4, 'vbd')
suspicion : (4, 'nn')
misfortune : (4, 'nn')
release : (4, 'nn')
motion : (4, 'nn')
sterling : (4, 'jj')
holy : (4, 'jj-tl')
announcing : (4, 'vbg')
kimmell : (4, 'np')
murphy : (4, 'np-hl')
laotian : (4, 'jj')
exaggerated : (4, 'vbn')
cubans : (4, 'nps')
rebels : (4, 'nns')
seized : (4, 'vbd')
rifles : (4, 'nns')
swept : (4, 'vbd')
concentration : (4, 'nn')
prisoners : (4, 'nns-tl')
intend : (4, 'vb-hl')
creed : (4, 'nn')
corporate : (4, 'jj-hl')
occupants : (4, 'nns')
gather : (4, 'vb-hl')
negotiate : (4, 'vb')
presence : (4, 'nn')
profits : (4, 'nns')
killingsworth : (4, 'np-hl')
72 : (4, 'cd')
nw : (4, 'nn')
violent : (4, 'jj')
pensions : (4, 'nns')
turner : (4, 'np-tl')
attacking : (4, 'vbg')
crops : (4, 'vbz')
cameras : (4, 'nns')
congestion : (4, 'nn')
fiery : (4, 'jj')
auto : (4, 'nn')
category : (4, 'nn')
unique : (4, 'jj')
fulfill : (4, 'vb')
literally : (4, 'rb')
man's : (4, 'nn$')
huntley : (4, 'np')
papers : (4, 'nns')
1928 : (4, 'cd')
theatrical : (4, 'jj')
blvd. : (4, 'nn-tl')
functions : (4, 'nns')
stockholders : (4, 'nns')
teenagers : (4, 'nns')
guidance : (4, 'nn')
participants : (4, 'nns')
